symbol,exchange,shortName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,messageBoardId,market,longNamecompanyOfficers,twitter,name,startDate,description,maxAge,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,address1,address2,address3,industryinitInvestment,family,categoryName,initAipInvestment,subseqIraInvestment,brokerages,managementInfo,subseqInvestment,legalType,styleBoxUrl,feesExpensesInvestment,feesExpensesInvestmentCat,initIraInvestment,subseqAipInvestment
HDB,NYQ,HDFC Bank Limited,America/New_York,EST,False,-18000000,finmb_101677,us_market,,,,,,1,400013,Financial Services,116971.0,"HDFC Bank Limited provides various banking and financial services to individuals and businesses in India, Bahrain, Hong Kong, and Dubai. It operates in Treasury, Retail Banking, Wholesale Banking, Other Banking Business, and Unallocated segments. The company accepts savings, salary, current, and Demat accounts; fixed and recurring deposits; and safe deposit lockers, and rural and pension accounts, as well as offshore accounts and deposits, overdrafts against fixed deposits and salaries, and sweep-in facilities. It also provides personal, home, car, two wheeler, three wheeler, business, educational, gold, rural, and term loans; loans against properties, assets, and securities; loans for professionals; government sponsored programs; and loans on credit card, as well as working capital and commercial/construction equipment finance, term and professional loans, healthcare/medical equipment and commercial vehicle finance, and dealer finance. In addition, the company offers credit, debit, prepaid, and forex cards; payment and collection, export, import, remittance, bank guarantee, letter of credit, trade, hedging, loan syndication, and merchant and cash management services; and insurance and investment products. Further, it provides short term finance, bill discounting, structured finance, export credit, documents collection, Internet and wholesale banking, mobile banking, real time gross settlement, channel financing, vendor financing, reimbursement account, money market, derivatives, employee trusts, cash surplus corporates, tax payment, and bankers to rights/public issue services, as well as financial solutions for supply chain partners and agricultural customers. As of March 31, 2020, it had 5,416 branches and 13,640 automated teller machines in 2,803 cities/towns. HDFC Bank Limited was founded in 1994 and is based in Mumbai, India.",Mumbai,91 22 6652 1000,,India,http://www.hdfcbank.com,HDFC Bank House,Senapati Bapat Marg Lower Parel,,,,,,,,,,,,,,,
HDV,PCX,iShares Core High Dividend ETF,America/New_York,EST,True,-18000000,finmb_129248929,us_market,,,,,,1,,,,"The investment seeks to track the investment results of the MorningstarÂ® Dividend Yield Focus IndexSM composed of relatively high dividend paying U.S. equities.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is comprised of qualified income paying securities that are screened for superior company quality and financial health as determined by Morningstar, Inc.&#39;s (""Morningstar"" or the ""index provider"") proprietary index methodology. The fund is non-diversified.",,800-474-2737,,,,,,,,iShares,Large Value,,,,,,Exchange Traded Fund,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeq1.gif,"{'annualHoldingsTurnover': 0.62, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0008, 'netExpRatio': None, 'projectionValues': None, 'grossExpRatio': None, 'deferredSalesLoad': None, 'totalNetAssets': 132893.61, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.0034, 'frontEndSalesLoad': None, 'deferredSalesLoad': None, 'twelveBOne': None, 'annualHoldingsTurnover': 34.69, 'totalNetAssets': 132893.61, 'projectionValuesCat': None}",,
HDS,NMS,"HD Supply Holdings, Inc.",America/New_York,EST,True,-18000000,finmb_100787816,us_market,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,
HDGE,PCX,Ranger Equity Bear Bear ETF,America/New_York,EST,False,-18000000,finmb_118787927,us_market,,,,,,1,,,,"The investment seeks capital appreciation through short sales of domestically traded equity securities.
 The Sub-Advisor seeks to achieve the fund&#39;s investment objective by short selling a portfolio of liquid mid- and large-cap U.S. exchange-traded equity securities, ETFs, ETNs and other exchange-traded products. The fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in short positions in equity securities. The Sub-Advisor implements a bottom-up, fundamental, research driven security selection process.",,877-843-3831,,,,,,,,AdvisorShares,Bear Market,,,,,,Exchange Traded Fund,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeqNA.gif,"{'annualHoldingsTurnover': 0, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0336, 'netExpRatio': None, 'projectionValues': None, 'grossExpRatio': None, 'deferredSalesLoad': None, 'totalNetAssets': 0, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.0106, 'frontEndSalesLoad': None, 'deferredSalesLoad': None, 'twelveBOne': None, 'annualHoldingsTurnover': 203, 'totalNetAssets': 0, 'projectionValuesCat': None}",,
HDVY,PNK,HEALTH DISCOVERY CORPORATION,America/New_York,EST,False,-18000000,finmb_1933674,us_market,,,,,,1,30319,Healthcare,3.0,"Health Discovery Corporation operates as a pattern recognition company that uses mathematical techniques to analyze data to uncover patterns primarily in the field of molecular diagnostics in the United States. The company's intellectual property include Support Vector Machines (SVM), which are mathematical algorithms that allow computers to sift through datasets to identify patterns; SVM- recursive feature elimination that utilizes the pattern to identify and rank order the data points; Fractal Genomic Modeling, which enhances the mapping of genetic pathways involved in the diagnosis and prevention of certain diseases; and biomarkers, which are biological indicators or genetic expression signatures of certain disease states. Health Discovery Corporation was founded in 2001 and is based in Atlanta, Georgia.",Atlanta,404 566 4865,GA,United States,http://www.healthdiscoverycorp.com,"2002 Summit Boulevard, NE",Suite 300,,,,,,,,,,,,,,,
HDSN,NCM,"Hudson Technologies, Inc.",America/New_York,EST,False,-18000000,finmb_340047,us_market,,,,,,1,10965,Basic Materials,234.0,"Hudson Technologies, Inc. a refrigerant services company, provides solutions to recurring problems within the refrigeration industry primarily in the United States. The company's products and services include refrigerant and industrial gas sales; refrigerant management services consisting primarily of reclamation of refrigerants, re-usable cylinder refurbishment, and hydrostatic testing services; and RefrigerantSide services comprising system decontamination to remove moisture, oils, and other contaminants. It also offers SmartEnergy OPS service, a web-based real time continuous monitoring service; and Chiller Chemistry and Chill Smart services. In addition, the company participates in the generation of carbon offset projects. It serves commercial, industrial, and governmental customers, as well as refrigerant wholesalers, distributors, contractors, and refrigeration equipment manufacturers. Hudson Technologies, Inc. was founded in 1991 and is headquartered in Pearl River, New York.",Pearl River,845 735 6000,NY,United States,http://www.hudsontech.com,One Blue Hill Plaza,PO Box 1541,,,,,,,,,,,,,,,
HDELY,PNK,HEIDELBERGCEMENT AG,America/New_York,EST,False,-18000000,finmb_4108892,us_market,,,,,,1,69120,Basic Materials,53882.0,"HeidelbergCement AG produces and distributes cement, aggregates, ready-mixed concrete, and asphalt worldwide. The company provides cement products, including special cements with targeted characteristics, special geotechnical building materials, and a range of binders. It also offers natural stone aggregates comprising sand and gravel; crushed aggregates, such as stone chippings and crushed stones; and concrete/ready-mixed concrete for the production of precast concrete parts consisting of stairs, ceiling elements, or structural components, as well as for use in the construction of tunnels or bridges, office buildings, or schools. In addition, the company offers asphalt primarily used in the building of traffic infrastructure comprising roads, walkways, and parking lots; and trades in cement, clinker, solid fuels, and other building materials. HeidelbergCement AG was founded in 1873 and is headquartered in Heidelberg, Germany.",Heidelberg,49 6221 481 13227,,Germany,http://www.heidelbergcement.com,Berliner Strasse 6,,,,,,,,,,,,,,,,
HDII,PNK,HYPERTENSION DIAGNOSTICS INCORP,America/New_York,EST,False,-18000000,finmb_389709,us_market,,,,,,1,L4B 3Z4,Industrials,,"Hypertension Diagnostics, Inc. designs, develops, manufactures, and markets proprietary noninvasive medical devices that detect subtle changes in the elasticity of arteries in the United States and internationally. It offers CVProfilor, which allows a physician to non-invasively assess the elasticity of small and large arteries, of which small artery elasticity is the earliest and sensitive marker of cardiovascular disease. The company offers CVProfilor DO-2020, which provides a patient's arterial elasticity indices used in the assessment for underlying vascular disease; CVProfilor MD-3000 that offers a sensitive and specific guide to the presence of blood vessel disease; and HD/PulseWave CR-2000 research cardiovascular profiling system, which provides researchers and scientists with a non-invasive means to assess arterial elasticity in support of human research in various areas. Its products collect 30 seconds of blood pressure waveform data, perform an analysis of the digitized blood pressure waveforms, and generate a CVProfile report that contains information on blood pressure, heart rate, pulse pressure, body surface area, body mass index, and C1-large and C2-small artery elasticity indices. The company sells its products to primary care physicians, cardiologists, health care professionals, trained medical personnel, research investigators at academic medical research centers, government institutes, cardiovascular specialists, and pharmaceutical firms. It markets its products through a representative organization in the United States. Hypertension Diagnostics, Inc. was founded in 1988 and is based in Richmond Hill, Canada.",Richmond Hill,404-449-6151,ON,Canada,http://www.hypertensiondiagnostics.com,550 Highway 7 East,Unit 316,,,,,,,,,,,,,,,
HE,NYQ,"Hawaiian Electric Industries, I",America/New_York,EST,False,-18000000,finmb_277854,us_market,,,,,,1,96813,Utilities,3841.0,"Hawaiian Electric Industries, Inc., through its subsidiaries, engages in the electric utility and banking businesses primarily in the state of Hawaii. The company's Electric Utility segment is involved in generating, purchasing, transmitting, distributing, and selling electric energy. Its renewable energy sources and potential sources include wind, solar, photovoltaic, geothermal, wave, hydroelectric, municipal waste, and other bio fuels. This segment distributes and sells electricity on the islands of Oahu, Hawaii, Maui, Lanai, and Molokai; and serves suburban communities, resorts, the United States armed forces installations, and agricultural operations. Its Bank segment operates a savings bank that offers banking and other financial services, including deposit products, such as savings accounts and checking accounts; and loans comprising residential and commercial real estate, residential mortgage, construction and development, multifamily residential and commercial real estate, consumer, and commercial loans to consumers and business. This segment operates 49 branches, including 34 branches in Oahu, 6 branches in Maui, 5 branches in Hawaii, 3 branches in Kauai, and 1 branch in Molokai. The company's Other segment focuses on investing in non-regulated renewable energy and infrastructure in the State of Hawaii. Hawaiian Electric Industries Inc. was founded in 1891 and is headquartered in Honolulu, Hawaii.",Honolulu,808-543-5662,HI,United States,http://www.hei.com,1001 Bishop Street,Suite 2900,,,,,,,,,,,,,,,
HTBX,NCM,"Heat Biologics, Inc.",America/New_York,EST,False,-18000000,finmb_79723070,us_market,,,,,,1,27560,Healthcare,36.0,"Heat Biologics, Inc., a biopharmaceutical company, focuses on developing immunotherapies to activate patient's immune system against cancer through T-cell activation and expansion. The company's T-cell activation platform, includes two variations for intradermal administration, such as immune pan-antigen cytotoxic therapy, an allogenic cell-based, T-cell-stimulating platform that functions as an immune activator to stimulate and expand T-cells; and combination pan-antigen cytotoxic therapy, a dual-acting immunotherapy, which delivers antigen driven T-cell activation and specific co-stimulation in a single product. It is developing HS-110, which is in phase II clinical trials to treat patients with advanced non-small cell lung cancer. The company's preclinical stage products include HS-130 for the treatment of advanced solid tumors; PTX-35, a humanized affinity matured monoclonal antibody, which is a functional agonist of human TNFRSF25 signaling; and PTX-45, a human TL1A-Ig fusion protein that acts as an agonist of TNFRSF25 signaling. Heat Biologics, Inc. has collaboration with Waisman Biomanufacturing to manufacture COVID-19 Vaccine. The company was founded in 2008 and is headquartered in Morrisville, North Carolina.",Morrisville,919 240 7133,NC,United States,http://www.heatbio.com,627 Davis Drive,Suite 400,,,,,,,,,,,,,,,
HEXO,NYQ,HEXO Corp.,America/New_York,EST,False,-18000000,finmb_278913831,us_market,,,,,,1,K2K 2X2,Healthcare,,"HEXO Corp., through its subsidiaries, produces, markets, and sells cannabis in Canada. It offers dried cannabis under the Time of Day and H2 lines; Elixir, a cannabis oil sublingual mist product line; and Decarb, an activated fine-milled cannabis powder product. The company offers its adult-use and medical products under the HEXO brand name. Additionally, it offers cannabis beverages under the Little Victory, House of Terpenes, Mollo, Veryvell, and XMG brand; and cannabis products under Original Stash and Up brand names. The company was formerly known as The Hydropothecary Corporation and changes its name to HEXO Corp. in August 2018. HEXO Corp. was founded in 2013 and is headquartered in Kanata, Canada.",Kanata,866 438 8429,ON,Canada,http://www.hexocorp.com,3000 Solandt Road,,,,,,,,,,,,,,,,
HPQ,NYQ,HP Inc.,America/New_York,EST,True,-18000000,finmb_108856,us_market,,,,,,1,94304,Technology,53000.0,"HP Inc. provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally. The company operates through three segments: Personal Systems, Printing, and Corporate Investments. The Personal Systems segment offers commercial and consumer desktop and notebook personal computers, workstations, thin clients, commercial mobility devices, retail point-of-sale systems, displays and other related accessories, software, support, and services. The Printing segment provides consumer and commercial printer hardware, supplies, solutions, and services, as well as scanning devices. The Corporate Investments segment includes HP Labs and business incubation projects. HP Inc. serves individual consumers, small- and medium-sized businesses, and large enterprises, including customers in the government, health, and education sectors. The company was formerly known as Hewlett-Packard Company and changed its name to HP Inc. in October 2015. HP Inc. was founded in 1939 and is headquartered in Palo Alto, California.",Palo Alto,650 857 1501,CA,United States,http://www8.hp.com,1501 Page Mill Road,,,,,,,,,,,,,,,,
HPE,NYQ,Hewlett Packard Enterprise Comp,America/New_York,EST,True,-18000000,finmb_273983758,us_market,,,,,,1,77070,Technology,59400.0,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly. The company offers general purpose servers for multi-workload computing and workload-optimized servers; HPE ProLiant rack and tower servers; HPE BladeSystem, HPE Synergy, and HPE ProLiant; storage solutions; and solutions for secondary workloads and traditional tape, storage networking, and disk products, such as HPE Modular Storage Arrays and HPE XP. It also offers HPE Apollo and Cray products; and HPE Superdome Flex, HPE Nonstop, HPE Integrity, HPE Moonshot, and HPE Edgeline products. Additionally, the company provides mobility and Internet of Things solutions under the Aruba brand, which include wired and wireless local area network products, such as Wi-Fi access points, switches, routers, and sensors; software products, such as cloud-based management, network management, network access control, analytics and assurance, and location services; and professional and support services, as well as as-a-service and consumption models for the intelligent edge portfolio of products. In addition, it offers various investment solutions, which comprise leasing, financing, IT consumption, and utility programs and asset management services for customers to facilitate technology deployment models and the acquisition of complete IT solutions, including hardware, software, and services from Hewlett Packard Enterprise and others. Further, the company invests in communications and media solutions, Hewlett Packard labs, and various business incubation projects. It serves commercial and large enterprise groups, including business and public sector enterprises; and through various partners comprising resellers, distribution partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. Hewlett Packard Enterprise Company was founded in 1939 and is headquartered in Houston, Texas.",Houston,650 687 5817,TX,United States,http://www.hpe.com,11445 Compaq Center West Drive,,,,,,,,,,,,,,,,
HL,NYQ,Hecla Mining Company,America/New_York,EST,False,-18000000,finmb_278111,us_market,,,,,,1,83815-9408,Basic Materials,1622.0,"Hecla Mining Company, together with its subsidiaries, discovers, acquires, develops, and produces precious and base metal properties in the United States and internationally. The company offers lead, zinc, and bulk concentrates, as well as carbon materials to custom smelters, metal traders, and third-party processors; and unrefined gold and silver bullion bars to precious metals traders. It owns 100% interests in the Greens Creek mine located on Admiralty Island in southeast Alaska; the Lucky Friday mine located in northern Idaho; the Casa Berardi mine located in the Abitibi region of northwestern Quebec, Canada; and the San Sebastian mine located in the city of Durango, Mexico. The company also holds 100% interests in the Fire Creek mine located in Lander County, Nevada; and the Hollister and Midas mines located in Elko County, Nevada. Hecla Mining Company was founded in 1891 and is headquartered in Coeur d'Alene, Idaho.",Coeur d'Alene,208-769-4100,ID,United States,http://www.hecla-mining.com,6500 North Mineral Drive,Suite 200,,,,,,,,,,,,,,,
XLV,PCX,SPDR Select Sector Fund - Healt,America/New_York,EST,True,-18000000,finmb_8795490,us_market,,,,,,1,,,,"The investment seeks investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Health Care Select Sector Index.
 In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies from the following industries: pharmaceuticals; health care equipment & supplies; health care providers & services; biotechnology; life sciences tools & services; and health care technology. The fund is non-diversified.",,866-732-8673,,,,,,,,SPDR State Street Global Advisors,Health,,,,,,Exchange Traded Fund,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeq2.gif,"{'annualHoldingsTurnover': 0.03, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0011999999, 'netExpRatio': None, 'projectionValues': None, 'grossExpRatio': None, 'deferredSalesLoad': None, 'totalNetAssets': 112106.34, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.0049, 'frontEndSalesLoad': None, 'deferredSalesLoad': None, 'twelveBOne': None, 'annualHoldingsTurnover': 31.33, 'totalNetAssets': 112106.34, 'projectionValuesCat': None}",,
HSY,NYQ,The Hershey Company,America/New_York,EST,True,-18000000,finmb_98873,us_market,,,,,,1,17033,Consumer Defensive,,"The Hershey Company, together with its subsidiaries, manufactures and sells confectionery products and pantry items. The company operates through two segments, North America; and International and Other. It offers chocolate and non-chocolate confectionery products; gum and mint refreshment products comprising mints, chewing gums, and bubble gums; pantry items, such as baking ingredients, toppings, beverages, and sundae syrups; and snack items, including spreads, meat snacks, bars and snack bites, mixes, popcorn and protein bars, and cookies. The company provides its products primarily under the Hershey's, Reese's, Kisses, Jolly Rancher, Almond Joy, Brookside, barkTHINS, Cadbury, Good & Plenty, Heath, Kit Kat, Lancaster, Payday, Rolo, Twizzlers, Whoppers, York, Scharffen Berger, Dagoba, Ice Breakers, Breathsavers, Bubble Yum, SkinnyPop, Pirate's Booty, Oatmega, Paqui, ONE Bar, and Krave brands, as well as under the Pelon Pelo Rico, IO-IO, Nutrine, Maha Lacto, Jumpin, and Sofit brands. It markets and sells its products to wholesale distributors, chain grocery stores, mass merchandisers, chain drug stores, vending companies, wholesale clubs, convenience stores, dollar stores, concessionaires, and department stores. The Hershey Company was founded in 1894 and is headquartered in Hershey, Pennsylvania.",Hershey,717 534 4200,PA,United States,http://www.thehersheycompany.com,19 East Chocolate Avenue,,,,,,,,,,,,,,,,
HP,NYQ,"Helmerich & Payne, Inc.",America/New_York,EST,True,-18000000,finmb_278341,us_market,,,,,,1,74119,Energy,4600.0,"Helmerich & Payne, Inc., together with its subsidiaries, provides drilling services and solutions for exploration and production companies. The company operates through three segments: North America Solutions, Offshore Gulf of Mexico, and International Solutions. The North America Solutions segment drills primarily in Colorado, Ohio, Oklahoma, New Mexico, North Dakota, Pennsylvania, Texas, West Virginia, and Wyoming. It also focuses on developing, promoting, and commercializing technologies designed to enhance the drilling operations, as well as wellbore quality and placement. The Offshore Gulf of Mexico segment has drilling operations in Louisiana and in U.S. federal waters in the Gulf of Mexico. The International Solutions segment conducts drilling operations in Argentina, Bahrain, Colombia, and the United Arab Emirates. As of September 30, 2020, the company operated a fleet of 262 land rigs in North America; 32 international land rigs; and 8 offshore platform rigs. It also owns, develops, and operates commercial real estate properties. The company's real estate investments include a shopping center comprising approximately 389,000 leasable square feet; retail and multi-tenant warehouse space; and approximately 210 acres of undeveloped real estate located in Tulsa, Oklahoma. Helmerich & Payne, Inc. was founded in 1920 and is headquartered in Tulsa, Oklahoma.",Tulsa,918 742 5531,OK,United States,http://www.hpinc.com,1437 South Boulder Avenue,Suite 1400,,,,,,,,,,,,,,,
HFC,NYQ,HollyFrontier Corporation,America/New_York,EST,True,-18000000,finmb_178254,us_market,,,,,,1,75201,Energy,4074.0,"HollyFrontier Corporation operates as an independent petroleum refiner in the United States. The company operates through three segments: Refining, Lubricants and Specialty Products, and HEP. It primarily produces high-value light products, such as gasoline, diesel and jet fuel, and specialty lubricant products, as well as specialty and modified asphalt. The company offers its products to other refiners, convenience store chains, independent marketers, retailers, truck stop chains, wholesalers, railroads, governmental entities, and paving contractors or manufacturers, as well as for commercial airline use. It owns and operates 5 refineries with a combined crude oil processing capacity of approximately 457,000 barrels per day in El Dorado, Kansas; Tulsa, Oklahoma; Artesia, New Mexico; Cheyenne, Wyoming; and Woods Cross, Utah. The company also owns and operates vacuum distillation and other facilities in Lovington, New Mexico, as well as asphalt terminals in Arizona, New Mexico, and Oklahoma. Its refineries serve markets in the Mid-Continent, Southwest, and Rocky Mountain regions of the United States. In addition, HollyFrontier Corporation produces base oils and other specialized lubricant products; and owns and operates logistic assets consisting of petroleum product and crude oil pipelines, terminals, tankage, loading rack facilities, and refinery processing units. The company was formerly known as Holly Corporation and changed its name to HollyFrontier Corporation as a result of its merger with Frontier Oil Corporation in July 2011. HollyFrontier Corporation was founded in 1947 and is headquartered in Dallas, Texas.",Dallas,214 871 3555,TX,United States,http://www.hollyfrontier.com,2828 North Harwood,Suite 1300,,,,,,,,,,,,,,,
HFRO,NYQ,Highland Floating Rate Opportun,America/New_York,EST,False,-18000000,finmb_133902779,us_market,,,,,,1,75201,Financial Services,,"Highland Funds I - Highland Floating Rate Opportunities Fund is a close-ended fixed income mutual fund launched by Highland Capital Management, L.P. It is managed by Highland Capital Management Fund Advisors, L.P. The fund invests in fixed income markets of countries across the globe. It primarily invests in floating rate loans and other securities deemed to be floating rate investments, with an emphasis on adjustable rate senior loans to corporations and partnerships. The fund seeks to invest in below investment grade securities. It also invests through derivatives. The fund benchmarks the performance of its portfolio against the Credit Suisse Leveraged Loan Index. It was formerly known as Pyxis Funds I - Pyxis Floating Rate Opportunities Fund. Highland Funds I - Highland Floating Rate Opportunities Fund was formed on January 13, 2000 and is domiciled in the United States.",Dallas,972-628-4100,TX,United States,http://www.highlandfunds.com/Funds---Performance/Mutual-Funds/Alternative-Investment/Floating-Rate-Opportunities,200 Crescent Court,Suite 700,,,,,,,,,,,,,,,
HFFG,NCM,HF Foods Group Inc.,America/New_York,EST,False,-18000000,finmb_558014292,us_market,,,,,,1,27409,Consumer Defensive,900.0,"HF Foods Group Inc., through its subsidiaries, markets and distributes fresh produces, frozen and dry food products, and non-food products to Asian restaurants, primarily Chinese restaurants, and other foodservice customers throughout the Southeast, Pacific, and Mountain West regions in the United States. The company offers approximately 1,500 products ranging from perishable produce to takeout food packaging materials for its clients. It distributes Asian specialty food items, meat and poultry products, seafood, fresh produce, packaging and other items, and commodities. The company has 14 distribution centers with a fleet of approximately 340 refrigerated vehicles serving approximately 10,000 Asian restaurants. It also provides design and printing services, as well as trucking services. In addition, the company rents warehouse facilities. HF Foods Group Inc. is headquartered in Greensboro, North Carolina.",Greensboro,336 268 2080,NC,United States,http://www.hffoodsgroup.com,6001 West Market Street,,,,,,,,,,,,,,,,
HFQIX,NAS,Janus Henderson Global Equity I,America/New_York,EST,True,-18000000,finmb_43210971,us_market,,,,,,1,,,,"The investment seeks a high level of current income and, as a secondary objective, steady growth of capital.
 The fund pursues its investment objectives by investing, under normal circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in a portfolio of income-producing equity securities, such as common and preferred dividend-paying stocks. The adviser invests in U.S. and non-U.S. issuers and will typically invest at least 40% of its net assets in securities of issuers or companies that are economically tied to different countries throughout the world, excluding the United States.",,877-335-2687,,,,Janus Investment Fund,151 Detroit Street,Denver CO 80206,,Janus Henderson,Foreign Large Value,,,"['Cetera Advisors LLC', 'Cetera Advisor Networks LLC', 'Comerica Bank', 'Mid Atlantic Capital Corp', 'Morgan Stanley - Brokerage Accounts', 'Pershing FundCenter', 'Shareholders Services Group', 'JPMorgan', 'Merrill Lynch', 'TD Ameritrade Trust Company', 'CommonWealth PPS', 'LPL SAM Eligible', 'Fidelity Retail FundsNetwork', 'Fidelity Institutional FundsNetwork', 'Fidelity Institutional FundsNetwork-NTF', 'Ameriprise Brokerage', 'Cetera Advisors LLC- PAM, PRIME, Premier', 'Cetera Advisor Networks LLC- PAM, PRIME, Premier', 'Schwab Institutional Only', 'Ameriprise SPS Advantage', 'Raymond James', 'Raymond James WRAP Eligible', 'Raymond James Recommended', 'Commonwealth Universe', 'WFA MF Advisory Updated 2.1.2021', 'RBC Wealth Management-Network Eligible', 'DailyAccess Corporation RTC', 'DailyAccess Corporation FRIAG', 'Scottrade TF', 'Ameriprise Financial', 'Thrivent   Advisory Eligible', 'Morgan Stanley Consulting Group Advisor', 'Morgan Stanley Select UMA', 'Morgan Stanley TRAK Fund Solution', 'TD Ameritrade Institutional', 'Mid Atlantic Capital Group', 'HD Vest - Vest Advisor', 'JP MORGAN NO-LOAD NTF', 'JP MORGAN NO-LOAD TRANSACTION FEE', 'TD Ameritrade Retail NTF', 'MSWM Brokerage', 'WFA Fdntl Choice/PIM Updated 2.1.2021', 'ADP Access Open Fund Architecture', 'RBC Wealth Management-Wrap Eligible', 'Waddell & Reed Choice MAP Flex', 'H Beck Inc.', 'Morgan Stanley Portfolio Management', 'Smith Barney Portfolio Manager', 'DailyAccess Corporation Matrix', 'DailyAccess Corporation MATC', 'WF MFAQ Screen Updated 03/31/2015', 'Cetera Financial Specialists LLC- Premier', 'LPL SWM - 6.18.2020', 'Schwab All (Retail, Instl, Retirement)', 'Lincoln Investment Planning', 'Pershing Retirement Plan Network', 'Ameriprise SPS Advisor', 'HD Vest', 'Commonwealth (NTF)', 'Commonwealth (NTF - PPS/Advisory)', 'Commonwealth (PPS/Advisory)', 'Thrivent   Retail Eligible']","{'managerName': 'Job  Curtis', 'managerBio': 'Job Curtis joined Henderson Global Investors in 1992 following Hendersonâ\x80\x99s acquisition of Touche Remnant. Henderson Global Investors merged with Janus Capital Group in May 2017. Job started at Touche Remnant in 1987 as a Unit Trust and Investment Trust Manager, he was then appointed Portfolio Manager of the City of London Investment Trust in 1991. Prior to joining Touche Remnant, he was an assistant fund manager at Cornhill Insurance (1985-1987), and a graduate trainee at Grieveson Grant stockbrokers (1983-1985). Job has a MA in Philosophy, Politics and Economics from Oxford University and is an Associate Member of the Society of Investment Professionals (ASIP).', 'startdate': 1164844800}",0.0,,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeq1.gif,"{'annualHoldingsTurnover': None, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0078, 'netExpRatio': 0.0078, 'projectionValues': {'5y': 433, '3y': 249, '10y': 966}, 'grossExpRatio': 0.0078, 'deferredSalesLoad': None, 'totalNetAssets': None, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.0112, 'frontEndSalesLoad': 0.0525, 'deferredSalesLoad': 0.012200001, 'twelveBOne': None, 'annualHoldingsTurnover': None, 'totalNetAssets': None, 'projectionValuesCat': {'5y': 830.32, '3y': 503.33, '10y': 1721.33}}",,
HFWA,NMS,Heritage Financial Corporation,America/New_York,EST,False,-18000000,finmb_374205,us_market,,,,,,1,98501,Financial Services,848.0,"Heritage Financial Corporation operates as the bank holding company for Heritage Bank that provides various financial services to businesses and individuals in the United States. The company accepts various deposit products, such as noninterest demand deposits, interest bearing demand deposits, money market accounts, savings accounts, personal checking accounts, and certificates of deposit. Its loan portfolio includes commercial and industrial loans, owner-occupied and non-owner occupied commercial real estate loans, one-to-four family residential loans, real estate construction and land development loans, consumer loans, business loans, lines of credit, term equipment financing, and term real estate loans, as well as commercial business loans focuses on real estate related industries and businesses in agricultural, healthcare, legal, and other professions. The company also originates loans that are guaranteed by the U.S. Small Business Administration; and offers trust services through trust powers, as well as objective advice. As of June 30, 2020, the company had a network of 62 branches located in Washington and Oregon. The company was formerly known as Heritage Financial Corporation, M.H.C. and changed its name to Heritage Financial Corporation in 1998. Heritage Financial Corporation was founded in 1927 and is headquartered in Olympia, Washington.",Olympia,360-943-1500,WA,United States,http://www.hf-wa.com,201 Fifth Avenue SW,,,,,,,,,,,,,,,,
